Africa	Afriko
Hargeisa	Hargejso
Hwata	Sekretaribirdo
Nelspruit	Mbombela
Matoro	Malsekejo
Avarua	Avaruo
Agadir	Agadir
Zvombo zvinechefu	Biologia armilo
Nhovo	Matraco
Sunflower	Sunfloro
Bwato	Kanuo
Tsaona	Akcidento
Hanga	Numidedoj
Rukuvhute	Umbilika ŝnuro
Fosi yeRutondapakati	Centripeta forto
Nhoozhinji	Pluredro
Hunzwi	Senso
Bantu	Bantuoj
Guva	Tombo
Mhumhi	Makul-likaono
Taramunyongo	Radiuso
Bara	Kuglo
Chitsitsinho	Kalkano
Mukondo	Aŭtoritato
Ruwa	Ruro
Kuswedera	Konverĝo
Toamasina	Toamasina
Rutsuwa rwemagetsi	Izolilo
Rukwarapakati	Centrifuga forto
Ruzha	Bruo
Shaya	Makzelo
Zhumwi	Prismo
Nhanzva	Sledo
Mutemo waPareto	Principo de Pareto
Maungira	Eĥo
Kano	Kano (urbo)
Njiri	Verukapro
Ibadan	Ibadano
Shato	Pitonedoj
Rhekeni	Katapulto (armilo)
Gwati (muti)	Arboŝelo
Nyamukuta	Akuŝistino
Chirambo (misandu)	Faztransiro
Pietermaritzburg	Pietermaritzburg
Donhwe	Guto
Bota	Kaĉo (manĝaĵo)
Constantine, Algeria	Konstantino (Alĝerio)
Lumumbashi	Lubumbashi
Idi	Fakto
Choto	Kameno
Munda	Kampo (agrikulturo)
Manyene	Nigradorsa ŝakalo
Chikwereti	Prunto
Abomey	Abomejo
Guramakonyo	Diagonalo
Harar	Harar
Bhutsu	Boto
Mbonga	Ordena fratino
Mhute	Brumo
Madamvura	Hidrofila
Basa (remari)	Verko
Cherechedza	Observado
Gambamutengo	Subvencio
Bulawayo	Bulawayo
Mweya (wemunhu)	Spirito
Dire Dawa	Dire-Daŭo
Mbabvu	Ripo
Kuvaviwa	Jukado
Chikupo	Svingoĵetilo
Rokwe	Robo
Rufu	Funebro
Ziguinchor	Ziginĉor
Avhareji	Centra dispozicio
Bandiko	Cirkla sektoro
Chitofu (Kubika)	Stovo
Goma	Goma
Pito	Fajfilo
Mutwi	Perpendikularo
Kananga	Kananga
Dendera pa Mineti	Rivolua nombro
Vanga	Cikatro
Ruremekedzo	Honoro
Huswa	Herbotapiŝo
Shepi	Formo (filozofio)
Masvingo eZimbabwe	Granda Zimbabvo
Njiva	Columba (genro)
East London	Orient-Londono
Mbandaka	Mbandaka
Matadi	Matadi
Hudyu	Ingveno
Dzinza	Klano
Kupambadzirwa	Duktileco
Zera (chizvarwa)	Generacio
Kukohwa (kuunganidza)	Rikolto
Mhofu	Elando
Port Harcourt	Port Harcourt
Hungwe	Afrika maraglo
Mahajanga	Mahajanga (urbo)
Gondar	Gondero
Chikare (bonde)	Misiista pozicio
Matyamvura	Hidrofoba
Walvis Bay	Walvis Bay
Chapfunga	Helika febro
Bukavu	Bukavu
Boma	Boma
Musunamiswa	Inverso (matematiko)
Mombasa	Mombasa
Chinangwa	AIM (apartigilo)
Chipakati	Mediano (statistiko)
Kushumira	Kopulacio
Runda	Tendeno
Hupombwe	Adulto
Boka (masvomhu)	SET
Varungu	Blankulo
Makumi mapfumbamwe	90 (nombro)
Muzera	ROW
Mhakure	Egiptia kobro
Chiware	Tavolo
Mupfunga	Vaporo
Rukweza	Milio
Mutupo	Totemo
Kindu	Kindu
Saint-Louis, Senegal	Saint-Louis (Senegalo)
Chiremera	Digno
Makumi mashanu nena	54 (nombro)
Mukunda	Filino
Hozhwa	Heliko
Kuronga	Plano
Madora	Gonimbrasia belina
Mukwende	Ŝarĝo
Mbuji-Mayi	Mbuji-Mayi
Benin City	Beninurbo
Kugunzva	Tuŝa sistemo
Mek'ele	Mekele
Muchovha Mota	Veturilo
Makumi masere nesere	88 (nombro)
Chibvumirano	Konsento
Rondo	Rondo
Adama	Adamo (urbo)
Kugera	Razado
George, Western Cape	George (Sud-Afriko)
Kunyenga	Pariĝada memmontrado
Chibeto	Kribrilo
Mukombe	Trofeo
Jimma	Ĝima
Murayiro	Komando
Chitungwiza	Chitungwiza
Gweru	Gweru
Mutare	Mutare
Makumi mapfumbamwe nepfumbamwe	99 (nombro)
Bhuku raMormoni	Libro de Mormon
Bahir Dar	Bahir Dar
Chenza (kutodza)	Bildo
Chiso (Chiumbwa)	Surfaco
Chipika	Kolumo
Maguta emuZimbabwe	Listo de urboj de Zimbabvo
Chinyamudzura	Militaglo
Ngerulmud	Ngerulmudo
Butembo	Butembo
Fianarantsoa	Fianarantsoa
Bamenda	Bamenda
Keren, Eritrea	Kereno
Mongo	Osta medolo
Ishwa	Termito
Waya	Drato
Antsirabe	Antsirabe
Sisi	Fratino
Thiès	Tieso
Chingaira	Valberga aglo
Queenstown, Eastern Cape	Queenstown (Sud-Afriko)
Chengu	Stepa alcelafo
Dhumukwa	Akvantilopo
Tsumeb	Cumebo
Bunia	Bunia
Mushandi	Dungito
Touba, Senegal	Tuba
Makumi mashanu neshanu	55 (nombro)
Parakou	Parakou
Nyamuragira	Nyamuragira
Makumi masere	80 (nombro)
Makumi maviri nembiri	22 (nombro)
Makumi manomwe	70 (nombro)
Makumi mashanu	50 (nombro)
Makumi matatu nenhatu	33 (nombro)
Makumi mana nena	44 (nombro)
Makumi matanhatu nenhanhatu	66 (nombro)
Makumi manomwe nenomwe	77 (nombro)
Mazana maviri	200 (nombro)
Madirano eNzizi	Kunfluejo
Bandundu (city)	Bandundu
Mutowo	Metodo
Randfontein	Randfontein
Ngaoundéré	Ngaoundéré
Nhova	Fontanelo
Dessie	Dese
Jijiga	Ĝiĝiga
Awasa	Aŭasa
Rondo (hurongwa)	Tronosukcedo
Kusiya basa	Rezignacio
Bangassou	Bangassou
Beni	Beni
Toliara	Toliara (urbo)
Chishanu (mhoresa)	Manpremo
Musasa	Kampadejo
Hupfu	Maizfaruno
Calabar	Kalabaro
Zvinyanye	Maksimumo kaj minimumo
Mucheko	Sekco
Kaolack	Kaolack
Ouidah	Ouidah
Gongo	Klitoro
Boka	Socia grupo
Mujawo	Vetkuro
Chivhuni	Rompiĝemo
Maunga huwandu	Produto
Mwando	Brizo
Uvira	Uvira
Duwo	Naso
Mukuwasha	Boparenco
Tiburon	Tiburon
Chubhu dzinotakura ropa	Sanga vaskulo
Klerksdorp	Klerksdorp
Rufisque	Rufisko
M'Bour	Mbur
Worcester, Western Cape	Worcester (Sud-Afriko)
Newcastle, KwaZulu-Natal	Newcastle (Sud-Afriko)
Dumbu	Stomako
Tonderai	Individua nomo
Chimiro chemuviri	Korpoformo
Bindu	Ĝardeno
Coloureds	Koloraj sudafrikanoj
Mhiko	Voto
Zhumwi regonyonhatu	Triangula prismo
Ketamukadzi	Ginekologio
Govaniso	Divido
Chidavado	Dekoracio
Nhamba svinu	Racionala nombro
Rwodzi	Bastrubandoj
Dowokadzi	Ovolo (bestoscienco)
Manho	Kapablo
Bvinina	Perkolilo
Makonyo Mhirikano	Suplementaj anguloj
Miko	Promeso
Madzudzo	Zorgo (emocio)
Mhemberero	Festaj kaj feriaj tagoj
Category:Vietnam	Kategorio:Vjetnamio
Category:Madzinde	Kategorio:Plantoj
Category:Fundoyetsimba	Kategorio:Fiziko
Category:Chezvipenyu	Kategorio:Biologio
Category:Chemishonga	Kategorio:Kemio
Category:Taranyika	Kategorio:Geografio
Category:Chinamato	Kategorio:Religio
Richards Bay	Richards Bay
Mheu	Partiklo
Katahwi	Himeno
Middelburg, Mpumalanga	Middelburg (Mpumalanga)
Chanza	Polmo
Gondo	Aglo
Jongwe	Virkoko
Nyamafingu	Kobro
Chamhembe kwakadziva kuMadokero	Sudokcidento
Chisuvi	Apekso (geometrio)
Category:Tsika	Kategorio:Kulturo
Category:Ziwumbe	Kategorio:Kontinentoj
Zviperengo zvehuwandu	Aroj de nombroj
Tsapfu	Suro (muskolo)
Hukukutu	Dureco
Ganda	Raso
Dumba	Piramido (geometrio)
Rheshiyo	Rilatumo
Dzihwa	Muko
Category:Wikipedia bots	Kategorio:Vikipedio:Robotoj
Hutapiri	Koncentriteco
Chipangidzo	Signo (semiotiko)
Spidhi	Rapido
Dhadha	Anaso
Akiso	Reflekta simetrio
Template:Tl	Ŝablono:Ŝ
Category:Muviri	Kategorio:Anatomio
Category:Hurapi	Kategorio:Medicino
Category:Dzidzo	Kategorio:Edukado
Egypt	Egiptujo
Template:Bot	Ŝablono:Bot
Canada	Kanado
Nzenda	Dimensio
Category:Europe	Kategorio:Eŭropo
Template:Documentation	Ŝablono:Dok
Category:User languages	Kategorio:Vikipediistoj laŭ lingvo
Sung Jae-ki	Sung Jae-gi
Template:Softredirect	Ŝablono:Intervikia plusendilo
Template:Delete	Ŝablono:Forigu tuj
Category:Wikipedia	Kategorio:Vikipedio
Wikipedia:General disclaimer	Vikipedio:Malgarantio
Wikipedia:Statistics	Vikipedio:Statistiko
Template:Navbox	Ŝablono:Navigilo2
Template:!	Ŝablono:!
Template:!-	Ŝablono:!-
Template:Nowrap	Ŝablono:Nrsp
Template:Bots	Ŝablono:Bots
Category:Africa	Kategorio:Afriko
Category:Zviperengo Zvehuwandu	Kategorio:Nombroj
Category:Bhaibheri	Kategorio:Biblio
Template:Babel	Ŝablono:Babelejo
Maodzanyemba kwakadziva kuMadokero	Nordokcidento
Template:User af-1	Ŝablono:Vikipediisto af-1
Template:User ar-1	Ŝablono:Vikipediisto ar-1
Template:User ast-1	Ŝablono:Vikipediisto ast-1
Template:User bar-1	Ŝablono:Vikipediisto bar-1
Template:User eo-1	Ŝablono:Vikipediisto eo-1
Template:User da-2	Ŝablono:Vikipediisto da-2
Template:User da	Ŝablono:Vikipediisto da
Template:User ca-1	Ŝablono:Vikipediisto ca-1
Template:User ca-4	Ŝablono:Vikipediisto ca-4
Template:User be-2	Ŝablono:Vikipediisto be-2
Template:User da-1	Ŝablono:Vikipediisto da-1
Template:User cs-1	Ŝablono:Vikipediisto cs-1
Template:User bg-1	Ŝablono:Vikipediisto bg-1
Template:User eo-3	Ŝablono:Vikipediisto eo-3
Template:User de	Ŝablono:Vikipediisto de
Template:User de-1	Ŝablono:Vikipediisto de-1
Template:User el	Ŝablono:Vikipediisto el
Template:User es	Ŝablono:Vikipediisto es
Template:User de-3	Ŝablono:Vikipediisto de-3
Template:User en-3	Ŝablono:Vikipediisto en-3
Template:User el-1	Ŝablono:Vikipediisto el-1
Template:User en-1	Ŝablono:Vikipediisto en-1
Template:User en-2	Ŝablono:Vikipediisto en-2
Template:User eo-2	Ŝablono:Vikipediisto eo-2
Template:User en-4	Ŝablono:Vikipediisto en-4
Template:User en-0	Ŝablono:Vikipediisto en-0
Template:User es-4	Ŝablono:Vikipediisto es-4
Template:User en	Ŝablono:Vikipediisto en
Template:User de-2	Ŝablono:Vikipediisto de-2
Template:User es-1	Ŝablono:Vikipediisto es-1
Template:User sk	Ŝablono:Vikipediisto sk
Template:Location map/Info	Ŝablono:Situo sur mapo/informoj
Category:User uk	Kategorio:Vikipediisto uk
Category:User uk-N	Kategorio:Vikipediisto uk-D
Template:Mod	Ŝablono:Mod
Template:User uk	Ŝablono:Vikipediisto uk
Template:User es-2	Ŝablono:Vikipediisto es-2
Template:Max	Ŝablono:Max
Template:Navbox with columns	Ŝablono:Navigilo kun kolumnoj
Template:Location map	Ŝablono:Situo sur mapo
Category:User en-4	Kategorio:Vikipediisto en-4
Category:User en	Kategorio:Vikipediisto en
Category:User en-2	Kategorio:Vikipediisto en-2
Template:Infobox	Ŝablono:Informkesto
Template:GeoTemplate	Ŝablono:GeoTemplate
Category:Kurima	Kategorio:Agrikulturo
Template:About	Ŝablono:TemasPri
Template:Both	Ŝablono:Booland
Template:User lt	Ŝablono:Vikipediisto lt
Template:Kujekesa	Ŝablono:Apartigilo
Template:Convert	Ŝablono:Convert
Category:Gonyazhinji	Kategorio:Plurlateroj
Template:Europe	Ŝablono:Ŝtatoj en Eŭropo
Category:User az	Kategorio:Vikipediisto az
Category:User be	Kategorio:Vikipediisto be
Category:User sk	Kategorio:Vikipediisto sk
Category:User eo	Kategorio:Vikipediisto eo
Category:User lt	Kategorio:Vikipediisto lt
Category:User cs-1	Kategorio:Vikipediisto cs-1
Category:User da-1	Kategorio:Vikipediisto da-1
Category:User ar-1	Kategorio:Vikipediisto ar-1
Category:User be-2	Kategorio:Vikipediisto be-2
Category:User da-2	Kategorio:Vikipediisto da-2
Category:User lt-N	Kategorio:Vikipediisto lt-D
Category:User af	Kategorio:Vikipediisto af
Category:User af-1	Kategorio:Vikipediisto af-1
Category:User ar	Kategorio:Vikipediisto ar
Category:User ast	Kategorio:Vikipediisto ast
Category:User ast-1	Kategorio:Vikipediisto ast-1
Category:User bar	Kategorio:Vikipediisto bar
Category:User bg	Kategorio:Vikipediisto bg
Category:User bg-1	Kategorio:Vikipediisto bg-1
Category:User ca	Kategorio:Vikipediisto ca
Category:User ca-1	Kategorio:Vikipediisto ca-1
Category:User ca-4	Kategorio:Vikipediisto ca-4
Category:User cs	Kategorio:Vikipediisto cs
Category:User da	Kategorio:Vikipediisto da
Category:User sk-N	Kategorio:Vikipediisto sk-D
Category:User de	Kategorio:Vikipediisto de
Category:User de-2	Kategorio:Vikipediisto de-2
Category:User de-3	Kategorio:Vikipediisto de-3
Category:User el	Kategorio:Vikipediisto el
Category:User el-1	Kategorio:Vikipediisto el-1
Category:User el-N	Kategorio:Vikipediisto el-D
Category:User en-3	Kategorio:Vikipediisto en-3
Category:User en-N	Kategorio:Vikipediisto en-D
Category:User eo-1	Kategorio:Vikipediisto eo-1
Category:User eo-2	Kategorio:Vikipediisto eo-2
Category:User eo-3	Kategorio:Vikipediisto eo-3
Category:User es	Kategorio:Vikipediisto es
Category:User es-1	Kategorio:Vikipediisto es-1
Category:User es-2	Kategorio:Vikipediisto es-2
Category:User es-4	Kategorio:Vikipediisto es-4
Category:User es-N	Kategorio:Vikipediisto es-D
Category:Pimanzvimbo	Kategorio:Geometrio
Template:Weather box	Ŝablono:Informkesto jara klimo
Hukwidza	Supermara alteco
Chamhembe kwakadziva kumabvazuva	Sudoriento
Template:Sup	Ŝablono:Eksp
Maodzanyemba kwakadziva kuMabvazuva	Nordoriento
Ruchiva	Volupto
Nhungu	Barako
Category:Hushangazhi	Kategorio:Industrio
Category:User tr	Kategorio:Vikipediisto tr
Category:User tr-N	Kategorio:Vikipediisto tr-D
Chimiro	Strukturo
Template:•	Ŝablono:•
Template:Side box	Ŝablono:Flanka kesto
Category:Rwizi	Kategorio:Riveroj
Category:Zimbabwe	Kategorio:Zimbabvo
Paradise Cay	Paradise Cay
Category:Musangano	Kategorio:Politikaj partioj
Category:Gonyanhatu	Kategorio:Trianguloj
Category:Mhuka	Kategorio:Bestoj
Category:Dzemuzongoza	Kategorio:Vertebruloj
Category:Zvombo	Kategorio:Armiloj
Category:Zvipfeko	Kategorio:Vestoj
Category:Mhuri	Kategorio:Familio
Category:Chitendero	Kategorio:Kredo
Category:Nyoka	Kategorio:Serpentoj
Category:North America	Kategorio:Nordameriko
Category:Chadenga	Kategorio:Kosmo
Category:Nzwimbo	Kategorio:Geografiaj lokoj
Module:BaseConvert	Modulo:BaseConvert
Template:Coord/display/inline,title	Ŝablono:Koord/montru/entekste,titolo/dokumentado
Template:Module other	Ŝablono:Ĉu modulo
Category:Huwandu	Kategorio:Aritmetiko
Category:Bhuku Ramorimoni	Kategorio:Libro de Mormon
Category:Jekanyika	Kategorio:Geodezio
Category:Marudzi aShem	Kategorio:Semidoj
Igo	Vespo
Category:User en-1	Kategorio:Vikipediisto en-1
Category:User de-1	Kategorio:Vikipediisto de-1
Category:User da-N	Kategorio:Vikipediisto da-D
Template:Babel field *	Ŝablono:Babel kadro *
Mutauro wePasirose	Mondlingvo
Template:Location map~	Ŝablono:Situo sur mapo/~
Template:Location map+	Ŝablono:Situo sur mapo/+
Template:Location map many	Ŝablono:Situo sur mapo/multaj
Bhucha	Viandovendejo
Module:Yesno	Modulo:Yesno
Special:RecentChanges	Specialaĵo:Lastaj ŝanĝoj
Module:TableTools	Modulo:TableTools
Module:HtmlBuilder	Modulo:HtmlBuilder
Module:Coordinates	Modulo:Coordinates
Module:Math	Modulo:Math
Module:InfoboxImage	Modulo:InfoboxImage
