非洲	Afriko
戲院	Kinejo
亨利希赫茲	Heinrich Rudolf Hertz
諾定咸	Nottingham
維梅爾	Johannes Vermeer
貝可勒爾	Antoine Henri Becquerel
蔚山	Ulsan
光州	Kŭangĵuo
火箭	Raketo (fajraĵo)
雜誌	Revuo
利比亞城市一覽	Listo de urboj de Libio
李斯特	Franz Liszt
波比·費斯查	Bobby Fischer
.mk	.mk
美式足球	Usona piedpilkado
前17年	-17
前67年	-67
前88年	-88
前96年	-96
前54年	-54
前87年	-87
西柚	Grapfrukto
醋	Vinagro
波長	Ondolongo
前24年	-24
前77年	-77
Kurt Gödel	Kurt Gödel
天線得得B	Teletubbies
湯水	Supo
江原道 (北韓)	Kangŭon (Nord-Koreio)
多蒙特	Borussia Dortmund
米高佐敦	Michael Jordan
芭蕾	Baleto
里約熱內盧州	Rio-de-Ĵanejrio
畿內亞灣	Gvinea Golfo
.sa	.sa
.gd	.gd
.ma	.ma
.aw	.aw
.fo	.fo
.gy	.gy
.gw	.gw
.gl	.gl
.gq	.gq
冰球	Glacihokeo
庫爾德斯坦	Kurdio
痔瘡	Hemoroido
法院	Tribunalo (juro)
利未記	Levidoj
根	Radiko (planto)
菇時啤梨	Groso
枇杷	Mespilarbo
史丹福大學	Universitato Stanford
凡德羅	Ludwig Mies van der Rohe
摩爾	Molo
前60年	-60
.sk	.sk
林柏特	Frank Lampard
澱粉	Amelo
前56年	-56
前98年	-98
前51年	-51
聖佐治 (格林納達)	Sankta Georgo (Grenado)
尼古拉蒲珊	Nicolas Poussin
溫室效應	Forceja efiko
茱莉亞·基勒	Julia Gillard
哈姆雷特	Hamleto
華國鋒	Hua Guofeng
可卡因	Kokaino
打域囂拔	David Hilbert
歐姆定律	Leĝo de Omo
遮	Ombrelo
芫茜	Kultiva koriandro
君主立憲制	Konstitucia monarkio
劉曉波	Liu Xiaobo
.to	.to
.lv	.lv
.gh	.gh
.mm	.mm
.hk	.hk
華沙公約組織	Varsovia Traktato
前81年	-81
前62年	-62
前95年	-95
齋戒月	Ramadano
前71年	-71
前97年	-97
健力士世界紀錄	Guinness-libro de rekordoj
監躉困境	Prizonula Dilemo
福建	Fuĝjano
.kg	.kg
共濟會	Framasonismo
.as	.as
.gm	.gm
.gn	.gn
.iq	.iq
.ir	.ir
.gt	.gt
.ga	.ga
.mh	.mh
.ls	.ls
.lu	.lu
克	Gramo
前86年	-86
前80年	-80
.tm	.tm
.lb	.lb
.ph	.ph
.zm	.zm
.uz	.uz
.uy	.uy
.sg	.sg
.kr	.kr
.mt	.mt
高血壓	Alta sangopremo
前74年	-74
前64年	-64
前99年	-99
前76年	-76
前79年	-79
前61年	-61
.la	.la
空中花園	Pendĝardenoj de Babilono
前50年	-50
.jm	.jm
.pa	.pa
.pe	.pe
小熊貓	Malgranda pando
蒙古族	Mongoloj
國際原子能機構	Internacia Atomenergia Organizo
.bi	.bi
紅鸛	Flamengo
大溪地	Tahitio
沙特	Anvar Sadat
.nz	.nz
.mc	.mc
.ml	.ml
.ki	.ki
國家同地區頂級域	Nacia domajno de plej alta nivelo
.tj	.tj
.ly	.ly
啟示錄	Apokalipso de Johano
薩滿教	Ŝamanismo
.im	.im
前399年	-399
玄奘	Xuanzang
戈壁沙漠	Gobio
同義詞	Sinonimo
特蘭斯特勒默	Tomas Tranströmer
公民權	Civito
全州	Jeonju
清州	Ĉeongju
春川	Ĉunĉon
囉柚	Pugo
.kp	.kp
床	Lito
前82年	-82
塔斯曼	Abel Tasman
.cc	.cc
石刻	Petroglifo
藍鯨	Blua baleno
海南	Hajnano
功	Laboro (fiziko)
前149年	-149
前101年	-101
普通話拼音	Hanyu Pinyin
遠東	Fora Oriento
鐮刀	Haktranĉilo
鱭魚	Mugiledoj
URL	URL
Mirante do Vale	Videjo de Valo
西班牙男子足球代表隊	Hispana nacia teamo de futbalo
.ck	.ck
FTP	Dosiero-Transiga Protokolo
.zw	.zw
華氏	Grado farenhejta
黎曼	Bernhard Riemann
卡爾哥夫	Ĥarkovo
40	40 (nombro)
白鴿	Kolombo
羊毛	Lano
PDF	Portebla dokumentformo
圓錐	Konuso
前83年	-83
前92年	-92
前93年	-93
前94年	-94
前78年	-78
康城影展	Festivalo de Cannes
星雲	Nebulozo
國際母語日	Internacia Tago de la denaska lingvo
USB	Universala Seria Buso
.va	.va
唂咕樹	Theobroma cacao
甘肅	Gansuo
安德利亞波車利	Andrea Bocelli
.gi	.gi
塔利班	Talibano
前66年	-66
前85年	-85
前89年	-89
前72年	-72
前73年	-73
前68年	-68
前75年	-75
摔角	Lukto
燃料	Brulaĵo
灰 (色)	Griza
香料	Spico
印度河文明	Induso-civilizacio
花旗	Flago de Usono
占士金馬倫	James Cameron
手踭	Kubuto
MP3	MP3
神父	Pastro
申命記	Readmono
蘇州	Suĝoŭo
.fk	.fk
.jo	.jo
溫州	Venĝou
.li	.li
.lc	.lc
無錫	Vuŝio
.mr	.mr
.je	.je
.sv	.sv
紹興	Ŝaosing
.kw	.kw
.ro	.ro
.vn	.vn
.nr	.nr
.ke	.ke
藪貓	Servalo
.vu	.vu
水牛	Akvobubalo
費蘭度托利斯	Fernando Torres
漢族	Hanoj
.za	.za
.na	.na
.ve	.ve
水門事件	Skandalo Watergate
.gp	.gp
.sy	.sy
寧波	Ningbo
.mg	.mg
柯德莉·赫賓	Audrey Hepburn
.gf	.gf
.mq	.mq
鬚	Barbo
夏華	Havro
30	30 (nombro)
隆城國際機場	Flughaveno Long Thanh
.ye	.ye
.km	.km
.lr	.lr
先知	Profeto
.tg	.tg
紙鷂	Kajto
.vc	.vc
.ws	.ws
.mn	.mn
交通工具	Vehiklo
前201年	-201
前202年	-202
漢莎同盟	Hansa ligo
德斯汀荷夫曼	Dustin Hoffman
歐洲核研究組織	CERN
牆	Muro
哈爾濱	Harbino
油	Oleo
季候風	Musono
畫則師	Arkitekturistoj
十月革命	Oktobra Revolucio
BASIC	BASIC (programlingvo)
巴甫洛夫	Ivan Pavlov
1600年代	1600-aj jaroj
前146年	-146
紋身	Tatuo
石英	Kvarco
蜞乸	Hirudo
筆記簿	Notlibro
金融	Financoj
1000	1000 (nombro)
短訊	Servo de mallongaj mesaĝoj
前356年	-356
杜圖	Desmond Tutu
布殊	George Bush
血紅蛋白	Hemoglobino
小鹿斑比	Bambi
軸心國	Akso Berlino-Romo-Tokio
乾旱	Trosekeco
.mw	.mw
.mu	.mu
.td	.td
胡椒	Nigra pipro
紅寶石	Rubeno
.sm	.sm
.tk	.tk
民數記	Nombroj
.sr	.sr
公民投票	Referendumo
基本粒子	Elementa partiklo
.qa	.qa
.tt	.tt
Wikipedia:常見問題解答	Helpo:Oftaj demandoj
.ug	.ug
.my	.my
.mz	.mz
.om	.om
.th	.th
陸克文	Kevin Rudd
.cx	.cx
.sc	.sc
.gu	.gu
佩琳	Sarah Palin
.kn	.kn
.pg	.pg
.sz	.sz
.pk	.pk
.ng	.ng
.tl	.tl
.gs	.gs
.ne	.ne
.tz	.tz
.py	.py
.tn	.tn
廚房	Kuirejo
日本旗	Flago de Japanio
約翰遜瑟利夫	Ellen Johnson Sirleaf
保險	Asekuro
前110年	-110
貨車	Kamiono
雲南	Junano
雙性戀	Ambaŭseksemo
前106年	-106
前480年	-480
秘密國家警察	Gestapo
蘇菲亞羅蘭	Sophia Loren
多項式	Polinomo
查理斯王子	Karlo, princo de Kimrujo
敦煌石窟	Ŝtonkavernaro de Mogao
前331年	-331
塔木德	Talmudo
蘇丹 (稱呼)	Sultano
威克島	Vejkinsulo
時代雜誌	Time
金蘋果	Cidonio
風力	Ventoenergio
馬車路列比	Marcello Lippi
前200年	-200
德國男子足球代表隊	Germana nacia teamo de futbalo
阿里斯托芬	Aristofano
烏鴉	Korvo
1700年代	1700-aj jaroj
普里茅斯	Plymouth
山東	Ŝandongo
伊索	Ezopo
前322年	-322
前336年	-336
昌迪加爾	Ĉandigaro
珍珠	Perlo (globeto)
乸	Ina sekso
百足	Centpieduloj
英屬印度洋領地	Brita Hindoceana Teritorio
共享創意	Krea Komunaĵo
民族學	Etnologio
福塔雷薩	Fortalezo
中南半島	Hindoĉinio
臂	Brako
吳哥窟	Angkor Ŭat
打比	Derby
井	Puto
動物園	Bestoĝardeno
嘟嘟雀	Dido
茴香	Ordinara fenkolo
喬戈里峰	K2
呂宋綠	Smeraldo
.mo	.mo
.np	.np
.ms	.ms
.rw	.rw
吉大奴	Kotonuo
法國網球公開賽	French Open
奧丁	Odino
Mac OS	Mac OS
烴	Hidrokarbido
阿波羅11號	Apollo 11
膽固醇	Kolesterolo
襪	Ŝtrumpeto
湯馬士·梅拿	Thomas Müller
.me	.me
菲臘·拿姆	Philipp Lahm
河南	Henano
百慕達三角	Bermuda triangulo
眼眉	Brovo
.mv	.mv
.sd	.sd
.sl	.sl
.st	.st
2010年海地地震	Tertremo en Haitio en 2010
火雞	Meleagro
護照	Pasporto
.hm	.hm
.tw	.tw
.sb	.sb
.ky	.ky
.mp	.mp
.ps	.ps
阿仁洛賓	Arjen Robben
.pf	.pf
良十三世	Leono la 13-a
遼寧	Ljaŭningo
劏人殺手積克	Ĵakvo la Buĉisto
1740年代	1740-aj jaroj
禽流感	Birda gripo
三河市	Trois-Rivières (Kebekio)
前384年	-384
前264年	-264
麗絲韋花絲潘	Reese Witherspoon
前185年	-185
.pw	.pw
前169年	-169
前119年	-119
前195年	-195
前115年	-115
前120年	-120
西梅	Pruno (frukto)
伺服器	Servilo
1500年代	1500-aj jaroj
公	Vira sekso
土倫	Toulon
摩打	Motoro
前156年	-156
前129年	-129
電台司令	Radiohead
前104年	-104
月食	Luna eklipso
前139年	-139
前122年	-122
前206年	-206
福柯	Michel Foucault
克倫威爾	Oliver Cromwell
聖依納爵羅耀拉	Ignaco Lojola
前323年	-323
Chris Benoit	Chris Benoit
舒韋恩史迪加	Bastian Schweinsteiger
占摩理臣	Jim Morrison
聖戰	Ĝihado
GNOME	GNOME
前203年	-203
本體論	Ontologio
前102年	-102
沙皇	Caro
隧道	Tunelo
帕斯卡	Paskalo
開雲	Kajeno
領呔	Kravato
金門大橋	Golden-Gate-Ponto
矛	Lanco
前159年	-159
前141年	-141
向量	Vektoro
前183年	-183
太陽系外行星	Ekstersunsistema planedo
GNU	GNU
諾貝爾化學獎	Nobel-premio pri kemio
食人肉	Kanibalismo
白堊紀	Kretaceo
1820年代	1820-aj jaroj
前241年	-241
前209年	-209
前210年	-210
猶太曆	Hebrea kalendaro
水痘	Varioleto
前103年	-103
前145年	-145
前347年	-347
前142年	-142
海港	Haveno
桑	Moruso
前109年	-109
前215年	-215
前148年	-148
栃木縣	Gubernio Toĉigi
1770年代	1770-aj jaroj
數獨	Sudoko
.nu	.nu
.wf	.wf
點 (幾何)	Punkto (matematiko)
.io	.io
.tc	.tc
牛津英文字典	Oxford English Dictionary
前121年	-121
翠鳥	Alcededoj
前189年	-189
前179年	-179
前186年	-186
骰仔	Ĵetpluredro
前190年	-190
前152年	-152
前168年	-168
.rs	.rs
雪梨歌劇院	Operdomo de Sidnejo
紅毛泥	Cemento
水手	Maristo
吉林	Ĝilinio
澳大拉西亞洲	Aŭstralazio
前333年	-333
前235年	-235
柏柏爾人	Berberoj
東海	Orientĉina Maro
The Doors	The Doors
前222年	-222
政變	Puĉo
前236年	-236
前237年	-237
前238年	-238
前239年	-239
依士	Gisto
前233年	-233
RSS	RSS
前231年	-231
前177年	-177
前229年	-229
前171年	-171
前225年	-225
前133年	-133
前226年	-226
前137年	-137
前223年	-223
前184年	-184
前144年	-144
前147年	-147
鬼	Fantomo
打招呼	Saluto
前232年	-232
坎大哈	Kandaharo
陶瓷	Ceramikaĵo
前151年	-151
打仗理由	Militkazo
前112年	-112
尤加利	Eŭkalipto
垃圾	Rubo
莎樂嘅網	Charlotte's Web
大樹菠蘿	Jakvo
湖南	Hunano
前350年	-350
水族缸	Akvario
巴倫支海	Barenca Maro
青海	Ĉinghajo
前197年	-197
前207年	-207
平行四邊形	Paralelogramo
前105年	-105
前188年	-188
前180年	-180
Thierry Henry	Thierry Henry
前131年	-131
箭	Sago
漢藏語系	Ĉinotibeta lingvaro
白腹海鵰	Blankventra maraglo
神秘主義	Mistikismo
1680年代	1680-aj jaroj
1610年代	1610-aj jaroj
前191年	-191
2011年10月	Oktobro de 2011
普法戰爭	Francia-Prusia Milito
菲歷士·門德爾松	Felix Mendelssohn Bartholdy
維吾爾族	Ujguroj
前275年	-275
前212年	-212
人文主義	Humanismo
低音結他	Basgitaro
前199年	-199
1510年代	1510-aj jaroj
金一葉	Kim Il-yeop
前196年	-196
動能	Kineta energio
前187年	-187
戴高樂機場	Flughaveno Roissy-Charles-de-Gaulle
前198年	-198
前192年	-192
弓	Arko (armilo)
前193年	-193
前194年	-194
前205年	-205
打字機	Tajpilo
前155年	-155
前176年	-176
韋拉	Patrick Vieira
前181年	-181
德加	Edgar Degas
壽司	Suŝio
歐姬芙	Georgia O'Keeffe
鴉片	Opio
前167年	-167
前166年	-166
前174年	-174
前165年	-165
前208年	-208
高速公路	Aŭtovojo
前160年	-160
前161年	-161
前164年	-164
前182年	-182
前173年	-173
前172年	-172
前178年	-178
前175年	-175
仙台	Sendajo
.nc	.nc
.re	.re
.vi	.vi
.sh	.sh
戒指	Fingroringo
湖北	Hubejo
貝聿銘	I. M. Pei
貝克島	Bakerinsulo
前154年	-154
山西	Ŝanŝio
黑社會	Organizita krimo
航空公司	Flugkompanio
前132年	-132
前170年	-170
前157年	-157
前111年	-111
前114年	-114
前220年	-220
前163年	-163
前162年	-162
前280年	-280
前134年	-134
面珠	Vango
扭計骰	Kubo de Rubik
奧盧	Oulu
荷蘭足球代表隊	Nederlanda nacia teamo de futbalo
朊毒體	Priono
謎語	Ŝarado
軍人	Militisto
啡色	Bruna
.vg	.vg
歐姆	Omo
亞科·查理斯·卡奇	Arthur C. Clarke
強姦	Seksatenco
貴州	Gŭiĝoŭo
桶	Sitelo
聖誕樹	Kristnaska arbo
瑪莉雪萊	Mary Shelley
三疊紀	Triaso
維特魯威	Vitruvio
諾貝爾經濟學獎	Nobel-premio pri ekonomiko
前218年	-218
前118年	-118
前138年	-138
前135年	-135
前128年	-128
前270年	-270
巴菲特	Warren Buffett
公民抗命	Civila malobeo
生日	Naskiĝtago
慾經	Kamasutro
艾沙雲	Andrej Arŝavin
.pr	.pr
中華飲食	Ĉina kuirarto
半衰期	Duoniĝa tempo
亞巴郎諸教	Abrahama religio
騎兵	Kavalerio
蟋蟀	Grilo
前287年	-287
前216年	-216
前300年	-300
京都議定書	Protokolo de Kioto
聯合國大會	Ĝenerala Asembleo de Unuiĝintaj Nacioj
佛利民	Milton Friedman
銀紙	Monbileto
哈雷	Edmond Halley
前158年	-158
前127年	-127
前117年	-117
前153年	-153
前125年	-125
前108年	-108
前124年	-124
狄拉克	Paul Dirac
國際勞動節	Tago de la Laboro
母親節	Tago de patrinoj
醋酸	Acetata acido
澗	Rivereto
雷達	Radaro
前221年	-221
伊斯蘭會議組織	Organizaĵo de Islama Kunlaboro
冰山	Glacimonto
電燈膽	Ampolo
前230年	-230
前295年	-295
安達曼海	Andamana Maro
前276年	-276
前204年	-204
前288年	-288
維納斯	Venuso (diino)
兵馬俑	Terakota armeo
亞美利哥	Amerigo Vespucci
約書亞記	Josuo (libro)
唐氏綜合症	Down-sindromo
西蘭花	Brokolo
2002年FIFA世界盃	Futbala Mondpokalo 2002
伊斯蘭教徒	Islamano
英格蘭男子足球代表隊	Angla nacia teamo de futbalo
藍光光碟	Blu-radia disko
法國男子足球代表隊	Franca nacia teamo de futbalo
破傷風	Tetanoso
.tf	.tf
貝利	Bury
慈禧太后	Ciŝji
菅直人	Kan Naoto
薄荷	Mento
中途島	Midvejinsuloj
啤牌	Ludkarto
339年	339
340年	340
宮城縣	Gubernio Mijagi
肺癌	Pulma kancero
354年	354
馬戲團	Cirkartoj
356年	356
358年	358
361年	361
363年	363
364年	364
陝西	Ŝenŝjio
身份證	Identiga karto
368年	368
369年	369
370年	370
安士	Unco
宗座從缺	Vaka Seĝo
371年	371
Template:同享類	Ŝablono:Commonscat
376年	376
377年	377
378年	378
1780年代	1780-aj jaroj
383年	383
384年	384
388年	388
力臂	Torda momanto
389年	389
390年	390
391年	391
392年	392
1730年代	1730-aj jaroj
393年	393
394年	394
395年	395
396年	396
397年	397
398年	398
399年	399
1540年代	1540-aj jaroj
比德歷·斯美塔那	Bedřich Smetana
前297年	-297
前330年	-330
德文維基百科	Germanlingva Vikipedio
巴士拉	Basra
幹細胞	Praĉelo
羅馬書	Epistolo al la romanoj
前293年	-293
23	23 (nombro)
Xbox 360	Xbox 360
.pn	.pn
前320年	-320
學生	Studanto
拋物綫	Parabolo (matematiko)
海德格	Martin Heidegger
.nf	.nf
窩打老戰役	Batalo de Waterloo
尿素	Ureo
神戶	Kobe
岩手縣	Gubernio Iŭate
摩根費曼	Morgan Freeman
帝國	Imperio
元首	Ŝtatestro
宣禮塔	Minareto
大乘佛教	Mahajano
.su	.su
轤轆	Takelo
前310年	-310
前326年	-326
前490年	-490
前285年	-285
阿爾巴尼亞旗	Flago de Albanio
自由軟件基金會	Fondaĵo por Libera Programaro
屍	Kadavro
聖佐治	Sankta Georgo
好奇號	Curiosity
IOS	IOS
1750年代	1750-aj jaroj
1580年代	1580-aj jaroj
羅薩塔號	Rosetta (kosmosondilo)
1590年代	1590-aj jaroj
薩哈羅夫獎	Saĥarov-Premio
穿梭機	Kosmopramo
波斯文維基百科	Perslingva Vikipedio
冷線	Fadeno
質數	Primo
衣車	Kudromaŝino
嫦娥一號	Chang'e 1
短篇小說	Novelo
麻省理工學院	Masaĉuseca Instituto de Teknologio
波士頓大學	Universitato de Bostono
康奈爾大學	Universitato Cornell
昆市	Quincy (Masaĉuseco)
279年	279
440年	440
517年	517
572年	572
波特蘭	Portland (Majno)
士德頓	Stockton (Kalifornio)
無國界醫生	Kuracistoj sen landlimoj
旅遊	Turismo
水松木	Korko
世界觀	Mondkoncepto
史坦尼斯拉夫斯基	Konstantin Sergejeviĉ Stanislavski
2026年	2026
2025年	2025
國際歌	La Internacio (himno)
2024年	2024
2023年	2023
2022年	2022
2021年	2021
尼斯湖水怪	Monstro de Loch Ness
絲絲棉花糖	Sukerŝpinaĵo
做個創世神	Minecraft
罷工	Striko
23世紀	23-a jarcento
婚禮	Nupto
24世紀	24-a jarcento
25世紀	25-a jarcento
山葵	Vasabio
2041年	2041
2042年	2042
2043年	2043
2044年	2044
2045年	2045
2046年	2046
2047年	2047
2048年	2048
2049年	2049
2050年	2050
2051年	2051
2055年	2055
李舜臣	Ji Sun-sin
中華人民共和國政區	Administra divido de Ĉinio
迪維斯	Carlos Tévez
曼城足球會	Manchester City F.C.
美術史	Bildartohistorio
一黨專政	Unupartiismo
氧化物	Oksido
未知數	Variablo
平方數	Kvadrata nombro
合成數	Komponita nombro
蔡依林	Jolin Tsai
AKB48	AKB48
口琴	Buŝharmoniko
腓立比書	Epistolo al la filipianoj
細亞細亞	Anatolio
正典	Biblia kanono
默西亞	Mesio
耶穌嘅比喻	Paraboloj de Jesuo
登山寶訓	Surmonta Parolado
基督教大分裂	Orienta skismo
雅歌	Alta Kanto de Salomono
瑪拉基書	Libro de Malaĥi
伊波拉出血熱	Ebola malsano
清邁	Ĉiang Mai
棲息地	Habitato (ekologio)
Category:烴	Kategorio:Hidrokarbidoj
偷襲珍珠港	Atako kontraŭ Pearl Harbor
Template:Chembox	Ŝablono:Informkesto kemia substanco
Template:Elementbox	Ŝablono:Informkesto kemia elemento
Category:化學模	Kategorio:Ŝablono:Kemio
Template:Protein	Ŝablono:Informkesto proteino
Template:物種明細模	Ŝablono:Taksonomio
羅沙里奧	Rosario
象形文字	Piktogramo
里斯本條約	Traktato de Lisbono
杜魯福	François Truffaut
豐田汽車公司	Toyota
匈牙利文維基百科	Hungarlingva Vikipedio
蛤𧊅	Anuro
打劫	Rabo
平行	Paralelo
Category:君主	Kategorio:Monarkoj
Category:政體	Kategorio:Reĝimoj
Category:政府	Kategorio:Registaroj
宜家家居	IKEA
Category:愛	Kategorio:Amo
工人 (屋企)	Servisto
班士利	Barnsley
挑戰者號	Kosmopramo Challenger
氚	Tricio
髮型師	Tondisto
羅蘭士奧利花	Laurence Olivier
Category:喜劇片	Kategorio:Komediaj filmoj
Category:各國電影	Kategorio:Filmoj laŭ landoj
宮崎駿	Hayao Miyazaki
王家衞	Wong Kar-wai
火車站	Fervoja stacidomo
Template:日本史	Ŝablono:Historio de Japanio
Template:中國史	Ŝablono:Historio de Ĉinio
馬克安托雲沙龐鐵耶	Marc-Antoine Charpentier
Ж	Ĵe (cirila alfabeto)
機器語言	Maŝinkodo
隕石坑	Alfrapa kratero
Category:波蘭總統	Kategorio:Prezidantoj de Pollando
雅羅士華夫·卡錢斯基	Jarosław Kaczyński
開篷車	Kabrioleto
軍銜	Soldataj rangoj
行政區	Administra divido
蒸餾酒	Brando
比才	Georges Bizet
金正恩	Kim Ĝong-un
晉語	Ĵina lingvo
江西	Ĝjangŝio
育瑟夫·明基勒	Josef Mengele
碟	Telero
米侯·奧希堅	Michael D. Higgins
雅各布祖瑪	Jacob Zuma
范妮·門德爾松	Fanny Hensel
西哈莫尼	Norodom Sihamoni
阮明哲	Nguyễn Minh Triết
胡芭	Anke Huber
佩雷斯	Ŝimon Peres
陀蔑斯剌夫·匿哥列茨	Tomislav Nikolić
寧夏	Ningŝjao
國慶	Nacia tago
李顯龍	Lee Hsien Loong
丘英樂	Jinglak Ĉinaŭat
阿都拉薩	Naĝib Razak
徐州	Ŝuĝoŭo
堡壘	Fortikaĵo
鹽城	Janĉengo
揚州	Janĉĵou
泰州	Tajĝou (Ĝjangsuo)
南通	Nantong
鎮江	Ĉĵencjan
常州	Ĉangĝoŭo
仙 (銀)	Cendo
扎達爾縣	Zadar (provinco)
巴斯德消毒法	Pasteŭrizado
ICQ	ICQ
哈薩克文維基百科	Kazaĥlingva Vikipedio
花腔女高音	Koloratursoprano
阿塞拜疆文維基百科	Azerbajĝanlingva Vikipedio
土耳其文維基百科	Turklingva Vikipedio
法蘭西第一共和國	Unua Respubliko de Francio
石家莊	Ŝiĝjaĝŭango
唐山	Tangŝano
羅賓奴	Robinho
聯氨	Hidrazino
秦皇島	Ĉinhŭangdaŭo
邯鄲	Handano
邢台	Sintaj
保定	Baodin
頻渣別話	Panĝaba lingvo
張家口	Ĝanjakou
塞爾維亞-克羅地亞文維基百科	Serbokroatlingva Vikipedio
普什圖文	Paŝtoa lingvo
滄州	Canĝou
野豬	Apro
廊坊	Langfang
.si	.si
污染	Poluo
太陽能電池	Sunĉelo
唐卡士打	Doncaster
打思肊	Singulto
電鑽	Drilo
珠海	Ĝuhaj
汕頭	Ŝantoŭo
韶關	Ŝaoguan
江門	Ĝjanmen
湛江	Ĝanczjan
紡織	Ŝpinado
亞瑟·鮑爾德	Artur Balder
東莞	Dongguan
潮州	Ĉaoĝou
中華人民共和國國務院	Ŝtata Konsilio de la Popola Respubliko Ĉinio
鰨沙	Pleŭronektoformaj
榕屬	Fikuso
菊花	Krizantemo
仙樂飄飄處處聞	The Sound of Music
.sn	.sn
1150年代	1150-aj jaroj
平台	Podio
海洛英	Heroino
隕石	Meteorŝtono
1030年代	1030-aj jaroj
1050年代	1050-aj jaroj
極地	Polusa regiono
化名	Pseŭdonimo
遠東共和國	Respubliko de Fora Oriento
芝華華市	Chihuahua (urbo)
娃娃魚	Ĉina giganta salamandro
蘇菲的世界	La Mondo de Sofia
脂肪酸	Grasacido
遊埠	Vojaĝo
劃一資源記認	URI
空軍	Aerarmeo
大名	Daimio
獵蘭	Sameio
賈維斯島	Ĵarvisinsulo
機場	Aerodromo
陰陽	Jino kaj Jango
巴冷基也	Barankilo
聖誕頌歌	Kristnaska kanto (Dickens)
笛卡兒坐標系統	Kartezia koordinato
數碼相機	Cifereca fotilo
入口	Importo
盆栽	Bonsajo
槍炮	Artilerio
凱旋門 (巴黎)	Triumfa Arko de Parizo
泥盆紀	Devonio
哈里發	Kalifo
德意志銀行	Deutsche Bank
分數	Frakcio (matematiko)
美國參議院	Usona Senato
金融衍生工具	Derivaĵo (ekonomio)
中央銀行	Centra banko
齋葡亞	Ĝajpuro
保方	Gianluigi Buffon
福州	Fuĝoŭo
終身監禁	Ĝismorta puno
廈門	Sjamen
漳州	Ĝanĝou
亞種	Subspecio
西寧	Sinino
西伯利亞虎	Siberia tigro
賀民費沙	Hermann Emil Fischer
西遊記	Pilgrimado al la Okcidento
三國演義	Tri regnoj
