非洲	Afriko
Khak-ngì-pâ-yèn-sân-sén	Ĉekarpata Provinco
Pô-tet-là-chhia-sén	Podlaĥia Provinco
Pô-mî-là-nì-â-sén	Pomeria Provinco
Sî-lî-sî-â-sén	Silezia Provinco
Sṳn-sṳ̍p-sṳ-sén	Sanktakruca Provinco
Sî Pô-mî-là-nì-â-sén	Okcidentpomeria Provinco
Pâ-lùn-sî-â-sén	Valencio (provinco)
Sat-là-kô-sat-sén	Provinco Zaragozo
Vùi-sṳ̂-khà-sén	Provinco Huesko
Sok-lî-â-sén	Provinco Sorio
Kîm Tsang-ên	Kim Ĝong-un
Kông-sî	Ĝjangŝio
Wernher von Braun	Wernher von Braun
Nèn-ha	Ningŝjao
Lí Hién-liùng	Lee Hsien Loong
Phòng-châ-phú-ngî	Panĝaba lingvo
Phú-sṳ̍p-thok-ngî	Paŝtoa lingvo
Yâ-chû	Apro
Chû-hói-sṳ	Ĝuhaj
Sân-thèu-sṳ	Ŝantoŭo
Shâu-kûan-sṳ	Ŝaoguan
Kông-mùn-sṳ	Ĝjanmen
Chhám-kông-sṳ	Ĝanczjan
Tûng-kôn-sṳ	Dongguan
Chhèu-chiu-sṳ	Ĉaoĝou
Mâ-liuk-kap-sṳ	Malako (urbo)
Khiâu-chhṳ-sṳ	Ĝorĝtaŭno (Penango)
Sṳn-chhôn-lî	Komunio
Fuk-chiu-sṳ	Fuĝoŭo
Hà-mûn-sṳ	Sjamen
Chông-chiu-sṳ	Ĝanĝou
Sî-pak-li-â Fú	Siberia tigro
Buren	Buren (Gelderland)
Yáng-chhiong Chín-thôn-ho̍k	Radiologio
Rumia	Rumia
Kluczbork	Kluczbork
La̍p-tsuk	Kandelo
Hiet-chiong	Sangoplasmo
Southampton	Southampton
Lu-tet-ki	Libro de Rut
Hâ-sat-khiet-chhu̍k	Kazaĥoj
Chit-fûn-ho̍k	Integralo
Kô-lìm-tô-chhièn-sû	1-a epistolo al la korintanoj
Sî-pân-ngà Ti-koet	Hispana Imperio
Sṳ-sṳ̂-ki	Juĝistoj (libro)
Po-lîn-chhòi	Legoma spinaco
Pâ-set-lò-nâ-sén	Provinco Barcelono
Liuk-piên-hìn	Seslatero
Thòi-pet 101	Taipei 101
Lùn-tûn Thap-khiâu	Tura ponto
Luì-kûng	Tondro
Siù-li Yún-kòn-sien-chhùng	Caenorhabditis elegans
O-pô-lòi	Opole
Sopot	Sopot
Kám-lám-yù	Oliv-oleo
Chim-sin-fi	Baptismo
Set-vì-li-â-sén	Provinco Sevilo
Thap-là-kô-na̍p-sén	Provinco Taragono
Provence-sén	Provenco
Kî-hài Kûng-chhàng	Mekanika inĝenierarto
Apeldoorn	Apeldoorn
Lìm-pó-ngî	Limburga lingvo
Khái-ngì-chhái	Kielce
Bytom	Bytom
Ôn-sit-ngit	Ŝabato
Khìm-sṳ̂-thok-khok-ngá	Częstochowa
Zabrze	Zabrze
Ôn-sit-ngit-fi	Sepataga Adventisma Eklezio
Jean Michel Jarre	Jean Michel Jarre
Thai Pô-làn Thi-khî Kô-yî-fû	Gorzów Wielkopolski
Là-tô-mê	Radom
Lo̍k-chham-ki-yen	Kantono Los-Anĝeleso
Słupsk	Słupsk
Sosnowiec	Sosnowiec
Gliwice	Gliwice
Yo̍k-sṳ̂	Apotekisto
Bielsko-Biała	Bielsko-Biała
Rybnik	Rybnik
Tân-fu̍t Se-pâu	Monocito
Mâ-khó-fuk-yîm	Evangelio laŭ Marko
Ruda Śląska	Ruda Śląska
Kîn-tû-fú	Gubernio Kioto
Kau-su	Profesoro
Thai-fán-fú	Gubernio Osaka
Fuk-kông-yen	Gubernio Fukuoka
Oi-yèn-yen	Gubernio Ehime
Kô-lìm-tô-heu-sû	2-a epistolo al la korintanoj
Khien-mî	Korpokulturado
Chhùng-hièn	Tervermo
Port Elizabeth	Port Elizabeth
Kimberley (Nàm-fî)	Kimberley (Sud-Afriko)
Yok-sâ-fap-vòng	Jehoŝafat
Sî Khôi-phú-sén	Okcidenta Kablando
Yamaguchi-yen	Gubernio Jamaguĉi
Khiâu-chhṳ Sâm-sṳ	Georgo la 3-a (Britio)
Chûng-koet Thi-fông	Ĉugoku
Mî-koet Thu̍k-li̍p Siên-ngièn	Usona Deklaro de Sendependeco
Sâm-tshûng-yen	Gubernio Mie
Yù-mu̍k mìn-chhu̍k	Nomado
Hiông-pak-su	Cedro
Hî-pak-lòi-sû	Epistolo al la hebreoj
Kâ-lâ-thai-sû	Epistolo al la galatoj
Sông-chhèu	Dinastio Shang
Thai-thúi	Femuro
Pîn-khù-yen	Gubernio Hjogo
Kiûng-khì-yen	Gubernio Mijazaki
Yùng-pún-yen	Gubernio Kumamoto
Stamford Raffles	Stamford Raffles
Sha̍m-é	Cikadedoj
Tûng Khôi-phú-sén	Orienta Kablando
Fap-koet Hòng-khûng	Air France
Lie̍t-vòng-ki-song	1-a libro de la Reĝoj
Kô-lò-sî-sû	Epistolo al la koloseanoj
Ngâ-kok-sû	Epistolo de Jakobo
Yok-hon-yit-sû	1-a epistolo de Johano
Fî-li-mùn-sû	Epistolo al Filemono
Thiap-sat-lò-nì-kâ-heu-sû	2-a epistolo al la tesalonikanoj
Thiap-sat-lò-nì-kâ-chhièn-sû	1-a epistolo al la tesalonikanoj
Pí-tet-chhièn-sû	1-a epistolo de Petro
Thì-mô-thai-chhièn-sû	1-a epistolo al Timoteo
Lí Kông-yeu	Lee Kuan Yew
Chṳ̂-kâ-kô Thai-ho̍k	Universitato de Ĉikago
Tsṳ̂-fo-yen	Gubernio Ŝiga
Mu-nì-het Kî-chhòng	Flughaveno Munkeno
Yok-hon-ngi-sû	2-a epistolo de Johano
Thì-mô-thai-heu-sû	2-a epistolo al Timoteo
Thì-tô-sû	Epistolo al Tito
Yî-sṳ̂-lâ-ki	Libro de Ezra
Nì-hî-mí-ki	Libro de Neĥemja
Pietersburg	Polokwane
Séu Pha̍k-Lù	Malgranda egretardeo
Chhòn-ngiam-phiang	Infekta malsano
Kôn-yàm	Hepatito
Chhûn-chiet	Ĉina novjara festo
Shinzō Abe	Abe Shinzo
Mpumalanga-sén	Mpumalanga
Pet Khôi-phú-sén	Norda Kablando
Tó-kîn-yen	Gubernio Ŝimane
Kông-sân-yen	Gubernio Okajama
Gauteng-sén	Ĥaŭtengo
Thung-fûng	Podagro
Thai-fûn-yen	Gubernio Oita
Tiâu-tshí-yen	Gubernio Tottori
Nùng-la̍k	Ĉina kalendaro
Kô-tî-yen	Gubernio Koĉi
Pha̍k-hèu	Difterio
Exeter	Exeter
Saint Lawrence-hò	Sankt-Laŭrenco (rivero)
Limpopo-sén	Provinco Limpopo
Sân-tá-kîn	Sandakan
Â-pí	Kinabalu (urbo)
Phok Kiún-fi	Park Geun-hye
Lévis	Lévis
Thòi-fûng	Tajfuno
Thòi-nàm-sṳ	Tajnan
Laval (Québec)	Lavalo
Mâ-lòi Pô-lî-nì-sî-â Ngî-chhu̍k	Malajopolinezia lingvaro
Fên-yòng-sṳ	Hengjang
Mân-chiu-tshu̍k	Manĉuroj
Zambrów	Zambrów
Doetinchem	Doetinchem
Zamość	Zamość
Malbork	Malbork
Groesbeek	Groesbeek
Mì-chit-fûn-ho̍k	Kalkulo
Mì-fûn	Diferenciala kalkulo
Ngo̍k-yòng-sṳ	Juejang
BP	BP (firmao)
Sú-thiàu	Terpomfingroj
Kiok-tsṳ́	Piedfingro
Vî-liâm Â-li̍t-sân-thai (Hò-làn)	Willem-Alexander de Nederlando
Krasnystaw	Krasnystaw
Kî-kîm-fi	Fondaĵo
Fûng-sái	Kakinoko
Tshṳ̍t-tshòng	Rektumo
Chhṳ-yù Pâng-sén	Provinco Liberŝtato
Tsó-fo-yen	Gubernio Saga
Tet-tó-yen	Gubernio Tokuŝima
Sî-pân-ngà-ngìn	Hispanoj
Fu̍t-chhṳ̂ Khiung-chṳn Sṳ̀n-siong	Magneta resonanca bildigo
Hiông-tshon-yen	Gubernio Kagaŭa
Reading, Berkshire	Reading
Kâ-chû Lî-kûng Ho̍k-yen	Kalifornia Instituto de Teknologio
Êu-kí-lî-tet Kí-hò	Eŭklida geometrio
Si̍t-kuk	Silicon Valley
Barneveld	Barneveld
Khiu Tha̍t-sîn	Taksin Ĉinaŭat
Thai Sùn-thâ Khiùn-tó	Grandaj Sundaj Insuloj
Elburg	Elburg
Doesburg	Doesburg
Sî-pet-sén	Nordokcidenta Provinco (Sud-Afriko)
Sien-thon	Rektosegmento
Vûn-tai	Modera klimato
Thai-khi̍t-khièn	Tajĝiĉuano
Kiok-khwá	Maleolo
Pân-kiêu-é	Turto
Tshòng-khì-yen	Gubernio Nagasaki
Hà-chhèu	Dinastio Xia
Chû-vì Sṳ̀n-kîn Ne-thúng	Periferia nerva sistemo
Kip-sú	Serio (matematiko)
Nelspruit	Mbombela
Sâ-là-ye̍t-chû	Saravako
Â-chû Thai-phìn-yòng Kîn-tsi Ha̍p-tsok Fi-ngi	Azia-Pacifika Ekonomia Kunlaborado
Kôan-chiet-yàm	Artrito
Geldermalsen	Geldermalsen
Montauban	Montauban
Chhòng-sâ-sṳ	Ĉangŝa
Thai Put-lie̍t-tiên lâu Oi-ngì-làn Lièn-ha̍p Vòng-koet	Unuiĝinta Reĝlando de Granda Britio kaj Irlando
Kiok-kiên	Kalkano
Kûng-fûn	Centimetro
Lièn-ha̍p Hòng-khûng	United Airlines
Yen-thèu	Faringo
Hò-mí	Milimetro
Mì-mí	Mikrometro
Khi̍t-han (Sú-ho̍k)	Limeso
Theu-fú	Tofuo
Phù-sat	Bodhisatvo
Chóng-ló Kau-fi	Presbiteriismo
Nai-mí	Nanometro
Berlanga de Duero	Berlanga de Duero
Sâ-pâ-chû	Sabaho
Nàm-nèn-sṳ	Naningo
Ngâ-li-ôn-ngìn	Arjoj
Yù-sṳn-mî-thi Koet-kâ Kûng-yèn	Nacia Parko Yosemite
Chhiâng-set	Cejana
Ho̍k-yen	Fakultato
Kô-hiùng-sṳ	Kaoŝiung
Pet-mî Chhṳ-yù Mo-yi Hia̍p-ngi	NAFTA
Rustenburg	Rustenburg
Yen-tsong-fui	Koncerto
Yù-fu̍t-chû	Ĝohoro
Ngò-lò-sṳ̂ Lièn-pâng Chhṳ̍t-hot-sṳ	Federacia urbo (Rusio)
Fì-tshu̍k	Hujoj
Sha̍k-sṳ	Magistro
Preston, Lancashire	Preston
Sâm-koet	Tri reĝlandoj
Chan-koet Sṳ̀-khì	Militŝtata periodo
Mâ-liuk-kap-chû	Malako
Pietermaritzburg	Pietermaritzburg
Sú-vón	Pojno
Kit-làn-tan-chû	Kelantano
Tshông-tshu̍k	Tibetanoj
Pîn-sàng-chû	Penango
Blackburn	Blackburn
Pâng-kâ-tó	Insulo Bangka
Phìn-chhông-khiùn	Pjonĉango
Thai-koet Koet-chi Hòng-khûng Kûng-sṳ̂	Thai Airways
Thai Ngi̍t-pún Ti-koet	Japana Imperio
Hiûng-nù	Ŝiungnuoj
Phit-li̍t-chû	Perako
Kui-lìm-sṳ	Gujlin
Siet-làn-ngô-chû	Selangoro
Tui-kok-sien	Diagonalo
Fi-li-phi Liuk-sṳ	Filipo la 6-a (Hispanio)
Kûng-tún	Tuno
Phàng-hên-chû	Pahango
中國象棋	Ĉina ŝako
Pit-sṳn-hak	Pizza Hut
Kiu-ên	Savo
Nàm-kîn Thai-thù-sat	Masakro de Nankingo
Yún Chṳ-Hau	Yun Chi-ho
Phì-mí	Pikometro
Ngiù-ngiuk	Bovaĵo
Carlisle, Cumbria	Carlisle (Kumbrio)
Sandomierz	Sandomierz
Ngit-tèu-kông	Sunradiado
Khwon-kûan-tsiet	Kokso
Chàu-yòng-sṳ	Ŝaojan
Hién-mì-kiang	Mikroskopo
Chu-chû-sṳ	Ĝuĝou
Phàng-fù-yen	Penghuoj
Kûng-tshun	Decimetro
McGill Thai-ho̍k	Universitato McGill
Sâm-fòng Ńg-ti	Tri Suverenoj kaj Kvin Imperiestroj
Sanok	Sanok
Mâ-tshâ	Armea ĉaro
Milton Keynes	Milton Keynes
Ên-tién	Graco
Sṳ̀n-chhùng	Imagino
Chang Thien-chṳ́ Fat-sa Kie-son-kî Thôn-chhèn Só-mèu	Pozitrona emisia tomografio
Przemyśl	Przemyśl
Chhiòn-khiû Sàng-sṳ	Mondurbo
Tûng Lùn-tûn, Tûng Khôi-phú-sén	Orient-Londono
Sat-mû-ngí-ki-ha	2-a libro de Samuel
Li̍t-thoi-chṳ-ha	2-a libro de la Kroniko
Lie̍t-vòng-ki-ha	2-a libro de la Reĝoj
Biała Podlaska	Biała Podlaska
Mafikeng	Mahikeng
Mí-sâ-yên Khiùn-tó	Bisajoj
Slough	Slough
Thì-mô-thai	Sankta Timoteo
Tûng-hò, Néu-yok-sṳ	East River (Novjorko)
Chhêu-fông-hìn	Hiperkubo
Sêm-mî-làn-chû	Negeri-Sembilano
Brzeg	Brzeg
Łomża	Łomża
Siong-thâm-sṳ	Sjantan
Thûng-tshu̍k	Dongoj
Pak-fo Kûng-sṳ̂	Ĉiovendejo
Thòi-vân Ngièn-tshu-mìn	Aborigenoj de Tajvano
Tha̍t-vat-ngì-tshu̍k	Dauroj
Outaouais	Otavio
Kuî-é	Testuduloj
Pak-sâ-sat	Belŝacaro
Yî-set-lie̍t Vòng-koet	Izraela reĝlando
Sîn-sân-sṳ	Johor Bahru
Khiu-kîm-sân Vân	Golfo de San-Francisko
Chełm	Chełm
Pha̍k-ngìn	Blankulo
Â-ha̍p-vòng	Ahabo
Suwałki	Suwałki
Sî-làn-ngî	Zelanda lingvo
Epe	Epe
Chû Khiet-lùn	Jay Chou
Kiú-liùng	Kaŭluno
Ngie-mí-li-ôn Lò-mâ-nok-ngî	Emilia-romanja lingvo
Sîn-pet-sṳ	Novtajpeo
Thòi-chûng-sṳ	Tajĉung
Jędrzejów	Jędrzejów
Busko-Zdrój	Busko-Zdrój
Àu-thai-li-â Ngièn	Aŭstralia dolaro
Kroonstad	Kroonstad
Yî-pó-sṳ	Ipoh
Ná-pô-pha-lâ-sâ-ngì	Nabopolasaro
Pha̍k-chhu̍k	Bajoj
Pińczów	Pińczów
Aalten	Aalten
Xuxa	Xuxa
Hajnówka	Hajnówka
Lubartów	Lubartów
Montréal-tó	Insulo Montrealo
Lì-tshu̍k	Lioj
Peter Nalitch	Pjotr Naliĉ
Nâ-tap-vòng	Nadab
Â-sat-vòng	Asa
Chong Koet-yùng（Chong Fat-chûng）	Leslie Cheung
Biłgoraj	Biłgoraj
Chhî Chai-Phit	Philip Jaisohn
Puławy	Puławy
Abitibi-Témiscamingue	Abitibio-Temiskamingio
Staszów	Staszów
Mò-tóng-sit	Sendependa (politiko)
Kâu-thûng kûng-khí	Veturilo
Phok Hièn-yún	Park Heon-young
Fùng Puk-kím Kiê	Ora fazano
Grajewo	Grajewo
Łapy	Łapy
Chûng-chhiû-chiet	Luna Festo
Fùng-theu	Azuki-fabo
Łuków	Łuków
Łęczna	Łęczna
Świdnik	Świdnik
Pô-sṳ̂ Ti-koet	Aĥemenida Imperio
Mâ-thai-fuk-yîm	Evangelio laŭ Mateo
Sṳ̍p-sṳ-ka	Kristana kruco
Yî-fut-só-sû	Epistolo al la efesanoj
Sòng-tet-sṳ	Changde
Nui-kông-sṳ	Nejĝjan
Fún-fùng-set	Roza
Nâ-sat-le̍t	Nazareto
Augustów	Augustów
Windsor, Berkshire	Windsor (Anglio)
Hí Chṳ̂n-shuk	Heo Jong-suk
Tczew	Tczew
Fù-chṳ-mìn-sṳ Kî-chhòng	Flughaveno Tan Son Nhat
Vû-tsṳ-phe̍t-khiet-chhu̍k	Uzbekoj
Thap-kit-khiet-tshu̍k	Taĝikoj
Wal-Mart Kûng-sṳ̂	Walmart
Yùn-tôn yun-son	Nuba komputado
Ńg-sùn-chiet Yun-thung	Pentekosta Kristanismo
Liu̍k-theu	Mungfabo
Chêu-siên-chhu̍k	Koreoj
Khúa-ngì-khiet-tsṳ-tshu̍k	Kirgizoj
Burgo de Osma-Ciudad de Osma	Burgo de Osma
Sông-hói Ha̍p-tsok Tsû-tsṳt	Ŝanhaja Organizo por Kunlaboro
Yì Kit-chùn	Yu Gil-jun
Reus	Reus
San Esteban de Gormaz	San Esteban de Gormaz
Het-mien Phî-lù	Orienta plataleo
Sṳ̀n-chheu-fi	Asembleoj de Dio
Phok Chhùng-yòng	Park Jung-yang
Sâ-â-nàm	Shah Alam
Starogard Gdański	Starogard Gdański
Mauricie	Maŭricio (Kebekio)
Strzelce Opolskie	Strzelce Opolskie
Hò-làn Tâi-thi Sat-khiet-sêm-ngî	Malaltsaksa lingvo nederlande
Kâu-thûng	Aŭtotransporto
Tha̍t-mâ-thai	Dalmatio
Pán-khièu-khî	Panĉiao
Mo-yi	Komerco
Kędzierzyn-Koźle	Kędzierzyn-Koźle
Duiven	Duiven
Yo̍k-ho̍k	Farmacio
Kóng-tó-yen	Gubernio Hiroŝima
Ólvega	Ólvega
Skarżysko-Kamienna	Skarżysko-Kamienna
Kô-tá-ha̍p-lû-sṳ	Bharu
Kông-phú	Spektro
Mielec	Mielec
Vù-kau-piáng	Flanpano
Wejherowo	Wejherowo
Néu-yok Tû-fi-khî	Metropola areo de Novjorko
Lanaudière	Lanodierio
Thap-lùn-ti-nò-ngî	Taranta lingvo
Thai-ngâ-tshu̍k	Atajaloj
Phìn-fông Kûng-lî	Kvadrata kilometro
Phìn-tûng-sṳ	Ping Tung (Tajvano)
Chùng-chṳ́	Zongzio
Lìm-pâ Se-pâu	Limfocito
Hak-kâ thú-lèu	Tulou
Jarosław	Jarosław (regiono Podkarpackie)
Â-chû Thien-sṳ Yû-han Kûng-sṳ̂ (Hiông-kóng)	Atv hongkong
Gaspésie–Îles-de-la-Madeleine	Gaspegio - Magdalena Insularo
Ostrowiec Świętokrzyski	Ostrowiec Świętokrzyski
Chojnice	Chojnice
Bronckhorst	Bronckhorst
Mì-fûn-ho̍k	Diferencialo
Włodawa	Włodawa
Starachowice	Starachowice
Stalowa Wola	Stalowa Wola
Chat-ho̍k Pok-sṳ	Doktoro de filozofio
Ermelo	Ermelo
Thông-phûng	Abeledoj
Tshûng-shîn-yen	Gubernio Okinavo
Końskie	Końskie
Madrid Chhṳ-chhṳ Thai-ho̍k	Aŭtonoma Universitato de Madrido
Medway	Medway
Nysa, Pô-làn	Nysa
Pó-ôn-chhu̍k	Bonanoj
Culemborg	Culemborg
Kôan-tan-sṳ	Kuantan
Sokółka	Sokółka
Thâu-thông-shì	Yao
Krosno	Krosno
Kûng-lî	Kilometro
Almarza	Almarza
Aldealices	Aldealices
Aldealafuente	Aldealafuente
Alentisque	Alentisque
Adradas	Adradas
Alconaba	Alconaba
Abejar	Abejar
Aldealpozo	Aldealpozo
Alcubilla de las Peñas	Alcubilla de las Peñas
Aldealseñor	Aldealseñor
Alcubilla de Avellaneda	Alcubilla de Avellaneda
Covaleda	Covaleda
Almazul	Almazul
Arcos de Jalón	Arcos de Jalón
Aldehuela de Periáñez	Aldehuela de Periáñez
Almenar de Soria	Almenar de Soria
Vinuesa	Vinuesa
Duruelo de la Sierra	Duruelo de la Sierra
San Leonardo de Yagüe	San Leonardo de Yagüe
Tai-tshu̍k	Dajoj
Mùn-pâ-tshu̍k	Monpaoj
Kiong-tshu̍k	Ĉiangoj
Yîn-koet-ngìn	Britoj
Ngá-tshu̍k	Vaoj
Brummen	Brummen
Fû-yûng-sṳ	Seremban
Jasło	Jasło
Â-chhông-chhu̍k	Aĉangoj
Bielsk Podlaski	Bielsk Podlaski
Beuningen	Beuningen
Thú-tshu̍k	Tuoj
Pân-kap	Lentuga kolombo
Vì-kî Pak-khô Ngî-ngièn Lie̍t-péu	Vikipedio:Internacia Vikipedio
Pu-lóng-chhu̍k	Blangoj
Bracknell Sêm-lìm	Bracknell Forest
Tomaszów Lubelski	Tomaszów Lubelski
Hrubieszów	Hrubieszów
Pet Québec Thi-khî	Nord-Kebekio
Montérégie	Montereĝio
Druten	Druten
Dębica	Dębica
Grahamstown	Grahamstown
Cape Town Thai-ho̍k	Universitato de Kaburbo
Kraśnik	Kraśnik
Dęblin	Dęblin
Radzyń Podlaski	Radzyń Podlaski
Prudnik	Prudnik
Tân-vi	Unuo
Wokingham	Wokingham
Welkom	Welkom
Vryheid	Vryheid
Vi	Stomako
Liùng-hâ	Omaro
Chaudière-Appalaches	Ŝodierio-Apalaĉio
Pet-ngan Thi-khî (Québec)	Nord-Bordio
Àu-choi Fôn	Selbekulo
Kî-chhòng	Flughaveno
Chûng-koet Ngò-lò-sṳ̂-tshu̍k	Rusoj en Ĉinio
Windsor lâu Maidenhead	Windsor and Maidenhead
分類:Tet-koet	Kategorio:Germanio
分類:Yi-thai-li	Kategorio:Italio
分類:Kâ-nâ-thai	Kategorio:Kanado
分類:Sî-pân-ngà	Kategorio:Hispanio
分類:Chûng-koet	Kategorio:Ĉinio
分類:Ngi̍t-pún	Kategorio:Japanio
分類:Àu-thai-li-â	Kategorio:Aŭstralio
分類:Yin-thu	Kategorio:Barato
分類:Yî-set-lie̍t	Kategorio:Israelo
分類:Nàm-fî	Kategorio:Sud-Afriko
Redcar and Cleveland	Redcar and Cleveland
分類:Yin-thu-nì-sî-â	Kategorio:Indonezio
分類:Pâ-kî-sṳ̂-thán	Kategorio:Pakistano
分類:Pô-làn	Kategorio:Pollando
分類:Sîn-kâ-po	Kategorio:Singapuro
分類:Hòn-koet	Kategorio:Sud-Koreio
分類:Thai-koet	Kategorio:Tajlando
分類:Ye̍t-nàm	Kategorio:Vjetnamio
分類:Phú-nen-lui	Kategorio:Mamuloj
分類:Tiâu	Kategorio:Birdoj
分類:Chhṳ̍t-vu̍t	Kategorio:Plantoj
分類:Vu̍t-lí-ho̍k	Kategorio:Fiziko
分類:Chhṳ-yèn Khô-ho̍k	Kategorio:Naturscienco
分類:Sâng-vu̍t-ho̍k	Kategorio:Biologio
分類:Fa-ho̍k	Kategorio:Kemio
分類:Li̍t-sṳ́	Kategorio:Historio
分類:Thi-lî	Kategorio:Geografio
分類:Sa-fi	Kategorio:Socio
分類:Chûng-kau	Kategorio:Religio
分類:Thí-yuk	Kategorio:Sporto
分類:Khô-ho̍k	Kategorio:Scienco
分類:Lièn-ha̍p-koet	Kategorio:Unuiĝintaj Nacioj
分類:Êu-chû Lièn-mèn	Kategorio:Eŭropa Unio
分類:Kien-chuk-vu̍t	Kategorio:Konstruaĵoj
分類:Thûng-sin	Kategorio:Komunikado
分類:Thi-khiù	Kategorio:Tero
Sî Berkshire	West Berkshire
Kú Lò-mâ	Romio
Tsui-heu ke Sṳ́m-phan	Lasta juĝo
Middelburg, Mpumalanga-sén	Middelburg (Mpumalanga)
Sat-mû-ngí-ki-song	1-a libro de Samuel
分類:Chet-ho̍k	Kategorio:Filozofio
分類:Fu̍t-kau	Kategorio:Budhismo
分類:Kî-tuk-kau	Kategorio:Kristanismo
分類:Yù-thai-kau	Kategorio:Judismo
Ên-tiâu	Aglo
Bochotnica	Bochotnica
Chiông-Kiûn-Àu	Tseung Kvan O
Bothaville	Bothaville
分類:Hàng-sên	Kategorio:Planedoj
分類:Vùn-fa	Kategorio:Kulturo
分類:Ngìn-vùn Khô-ho̍k	Kategorio:Homa scienco
分類:Tî-sṳt	Kategorio:Scio
Ap-è	Anaso
分類:Yên-yèn	Kategorio:Aktoroj
模板:Tl	Ŝablono:Ŝ
模板:Userbox	Ŝablono:Uzantoskatolo1
模板:Wikipedialang	Ŝablono:ĈefPaĝo/AliajLingvoj
分類:Koet-kâ	Kategorio:Landoj
Wikipedia:Kón-lî-yèn	Vikipedio:Administrantoj
分類:Chûng-fà Mìn-chhu̍k	Kategorio:Etnoj en Ĉinio
分類:Ngìn-vu̍t	Kategorio:Personoj
分類:Mìn-chhu̍k	Kategorio:Etnoj
Wikipedia:Hàng-tsṳn-yèn	Vikipedio:Burokratoj
Wikipedia:IP chhà-fûng li-ngoi-chá	Vikipedio:Imuneco de IP-forbaro
Wikipedia:Kî-hi-ngìn	Vikipedio:Roboto
分類:Sṳ̀-kiên	Kategorio:Tempo
分類:Chhṳ-yèn	Kategorio:Naturo
分類:Kûng-chhàng	Kategorio:Inĝenierarto
分類:Yî-ho̍k	Kategorio:Medicino
分類:Chṳn-chṳ	Kategorio:Politiko
分類:Kau-yuk	Kategorio:Edukado
分類:Kông-ho̍k	Kategorio:Optiko
Âi-khi̍p	Egiptujo
分類:Chat-ho̍k-kâ	Kategorio:Filozofoj
模板:Bot	Ŝablono:Bot
Kâ-nâ-thai	Kanado
分類:Hiûng-ngà-li	Kategorio:Hungario
分類:Hî-lia̍p	Kategorio:Grekio
分類:Lâ-thot-vì-â	Kategorio:Latvio
分類:Yù-hi	Kategorio:Ludoj
分類:Êu-chû koet-kâ	Kategorio:Eŭropaj landoj
分類:Êu-chû	Kategorio:Eŭropo
模板:Documentation	Ŝablono:Dok
Wikipedia:Yung-fu	Vikipedio:Rajtoj de uzantoj
Pok-sṳ	Doktoro
Wikipedia:Sa-khî	Portalo:Komunumo
分類:Wikipedians by language	Kategorio:Vikipediistoj laŭ lingvo
Sṳ̀n Chhai-kî	Sung Jae-gi
Khi-néu Kî-chhòng	Flugkompania nabo
Khî-ngia̍p	Profitcela organizaĵo
Ngiuk-yèn	Viandobulo
模板:Softredirect	Ŝablono:Intervikia plusendilo
模板:Delete	Ŝablono:Forigu tuj
分類:Kî-su̍t	Kategorio:Teknologio
分類:Ngî-ngièn	Kategorio:Lingvoj
Wikipedia:Chhóng-kien Sîn Thiàu-muk	Helpo:Kiel krei paĝon
分類:還無索引嘅頁面	Kategorio:Neindeksitaj paĝoj
分類:含有損壞文件鏈接嘅頁面	Kategorio:Paĝoj kun eraraj dosierligiloj
模板:Navbox	Ŝablono:Navigilo2
Thoi-chhú	Kanguruo
Pak-ha̍p-fâ	Lilio
模板:!	Ŝablono:!
模板:!-	Ŝablono:!-
模板:Tnavbar	Ŝablono:Tnavbar
模板:Unicode	Ŝablono:Unicode
模板:Smallcaps	Ŝablono:Etmajuskloj
模板:Small	Ŝablono:Malgrande
模板:Nowrap	Ŝablono:Nrsp
分類:Fî-chû	Kategorio:Afriko
分類:Sṳn-kîn	Kategorio:Biblio
分類:Sî-pet-sén	Kategorio:Nordokcidenta Provinco (Sud-Afriko)
分類:Si	Kategorio:Libroj
模板:Pâ-phe̍t	Ŝablono:Babelejo
模板:Reflist	Ŝablono:Referencoj
模板:Stub	Ŝablono:Ĝermo
模板:User ca-1	Ŝablono:Vikipediisto ca-1
模板:User de	Ŝablono:Vikipediisto de
模板:User de-1	Ŝablono:Vikipediisto de-1
模板:User en-3	Ŝablono:Vikipediisto en-3
模板:User en-1	Ŝablono:Vikipediisto en-1
模板:User en-2	Ŝablono:Vikipediisto en-2
模板:User en-4	Ŝablono:Vikipediisto en-4
模板:User en-0	Ŝablono:Vikipediisto en-0
模板:User en	Ŝablono:Vikipediisto en
模板:User de-2	Ŝablono:Vikipediisto de-2
分類:Yî-chhiu	Kategorio:Universo
模板:User ja-1	Ŝablono:Vikipediisto ja-1
模板:User fr	Ŝablono:Vikipediisto fr
模板:Location map/Info	Ŝablono:Situo sur mapo/informoj
分類:Khûn-chhùng	Kategorio:Insektoj
分類:Â-chû	Kategorio:Azio
分類:Chṳ-li	Kategorio:Ĉilio
分類:Sok-lî-â-sén	Kategorio:Provinco Sorio
分類:Nàm-mî-chû	Kategorio:Sudameriko
分類:Khà-sṳ̂-tì-li-â lâu Lòi-ngong	Kategorio:Kastilio kaj Leono
模板:Esoteric	Ŝablono:Esotera
分類:Mâ-lòi-sî-â	Kategorio:Malajzio
分類:Sṳ̍t-phín	Kategorio:Manĝaĵoj
模板:Mod	Ŝablono:Mod
模板:SIL	Ŝablono:ISO639-3 ligilo
